data,ora,azione,minimo,massimo,media,counter
08-11-2021,10,NHOA.FR,19.9,19.92,19.915,4
08-11-2021,10,ADUX.FR,2.14,2.2,2.1650000000000005,6
08-11-2021,10,RE.FR,135.0,135.0,135.0,2
08-11-2021,10,FPN.FR,0.0366,0.0366,0.0366,1
08-11-2021,10,ABEO.FR,14.6,14.6,14.6,1
08-11-2021,10,VMGBS.FR,0.005,0.005,0.005,1
08-11-2021,10,CBOT.FR,3.73,3.74,3.736666666666667,3
08-11-2021,10,CEN.FR,67.5,67.5,67.5,2
08-11-2021,10,LACR.FR,37.4,37.4,37.4,3
08-11-2021,10,VIL.FR,5.88,5.88,5.88,1
08-11-2021,10,PREC.FR,34.0,34.0,34.0,2
08-11-2021,11,ACA.FR,13.286,13.386,13.345992998833113,857
08-11-2021,11,CGG.FR,0.6796,0.692,0.6859448275862059,232
08-11-2021,11,FDJ.FR,45.33,45.5,45.43931818181815,176
08-11-2021,11,FGR.FR,92.92,93.5,93.1693294460642,343
08-11-2021,11,HOLN.FR,44.61,44.75,44.66087628865981,97
08-11-2021,11,TEP.FR,348.7,350.6,349.69824797843603,742
08-11-2021,11,MCPHY.FR,22.5,22.76,22.621884816753877,191
08-11-2021,11,NEX.FR,88.75,89.3,88.9981927710843,83
08-11-2021,11,MAAT.FR,13.75,14.2,13.98846153846154,52
08-11-2021,11,NOKIA.FR,5.099,5.113,5.107727272727273,22
08-11-2021,11,XFAB.FR,9.5,9.61,9.549052631578938,95
08-11-2021,11,ATE.FR,150.2,150.9,150.5119402985074,67
08-11-2021,11,RF.FR,79.35,79.6,79.4536363636363,55
08-11-2021,11,AVT.FR,0.0623,0.0647,0.06388749999999999,8
08-11-2021,11,MBWS.FR,1.425,1.45,1.4366666666666665,9
08-11-2021,11,GUI.FR,14.48,14.68,14.584375000000003,32
08-11-2021,11,CDA.FR,15.92,16.06,15.986666666666675,54
08-11-2021,11,SEV.FR,19.695,19.7,19.698088235294126,34
08-11-2021,11,SFPI.FR,3.82,3.85,3.8302427184466015,103
08-11-2021,11,CAPLI.FR,24.6,24.7,24.675,4
08-11-2021,11,FNAC.FR,57.6,57.8,57.71097560975613,41
08-11-2021,11,ACAN.FR,0.518,0.526,0.52,4
08-11-2021,11,TFI.FR,8.89,8.93,8.918928571428575,42
08-11-2021,11,ESI.FR,69.4,69.4,69.4,1
08-11-2021,11,PIG.FR,5.06,5.06,5.06,3
08-11-2021,11,DVT.FR,168.5,168.5,168.5,3
08-11-2021,11,PSAT.FR,6.4,6.48,6.44,2
08-11-2021,11,MTU.FR,29.45,29.8,29.6578947368421,19
08-11-2021,11,IPS.FR,41.2,41.35,41.26184210526315,38
08-11-2021,11,TCH.FR,2.684,2.728,2.7072941176470584,51
08-11-2021,11,CGGBS.FR,0.0062,0.0062,0.0062,2
08-11-2021,11,ES.FR,14.5,14.5,14.5,8
08-11-2021,11,GLO.FR,19.58,19.66,19.619999999999997,11
08-11-2021,11,ORAP.FR,6.0,6.01,6.003571428571429,14
08-11-2021,11,AURS.FR,25.5,25.5,25.5,1
08-11-2021,11,CGM.FR,25.0,25.05,25.025,2
08-11-2021,11,GNFT.FR,3.15,3.17,3.161238095238095,21
08-11-2021,11,EC.FR,138.0,138.0,138.0,2
08-11-2021,11,NHOA.FR,19.92,19.92,19.92,1
08-11-2021,11,DLTA.FR,90.0,90.8,90.4,4
08-11-2021,11,ABVX.FR,27.7,27.95,27.84090909090909,11
08-11-2021,11,DGE.FR,44.0,44.19,44.095,2
08-11-2021,11,BON.FR,22.25,22.25,22.25,3
08-11-2021,11,MLAA.FR,2.75,2.75,2.75,9
08-11-2021,11,TIPI.FR,68.0,68.0,68.0,5
08-11-2021,11,HDP.FR,2.1,2.1,2.1,8
08-11-2021,11,FATL.FR,43.4,43.4,43.4,1
08-11-2021,11,VRAP.FR,17.9,17.9,17.9,1
08-11-2021,11,ABEO.FR,14.5,14.65,14.566666666666666,9
08-11-2021,11,PERR.FR,83.8,83.8,83.8,1
08-11-2021,12,ORP.FR,93.66,93.9,93.76735632183907,174
08-11-2021,12,BN.FR,56.86,57.01,56.94674232309766,749
08-11-2021,12,ENGI.FR,12.752,12.796,12.771986138613936,1010
08-11-2021,12,CS.FR,25.585,25.655,25.609709394904545,1256
08-11-2021,12,FNAC.FR,57.4,57.7,57.57941176470586,51
08-11-2021,12,GUI.FR,14.66,15.0,14.835909090909105,88
08-11-2021,12,LI.FR,22.09,22.24,22.153734177215156,158
08-11-2021,12,RIN.FR,58.4,58.8,58.5659090909091,44
08-11-2021,12,ORAP.FR,6.01,6.01,6.010000000000001,3
08-11-2021,12,HEXA.FR,42.4,42.4,42.4,1
08-11-2021,12,CGG.FR,0.6898,0.6956,0.6931879518072287,166
08-11-2021,12,FGR.FR,92.92,93.22,93.0235616438356,219
08-11-2021,12,NEX.FR,88.7,89.05,88.87500000000001,54
08-11-2021,12,ATE.FR,149.4,150.7,149.96013071895425,153
08-11-2021,12,LOCAL.FR,1.3106,1.313,1.3115583333333338,48
08-11-2021,12,FDJ.FR,45.16,45.53,45.31502688172054,372
08-11-2021,12,VK.FR,7.09,7.125,7.106520467836256,171
08-11-2021,12,IPS.FR,41.3,41.7,41.531111111111095,45
08-11-2021,12,CARM.FR,13.64,13.72,13.674883720930227,43
08-11-2021,12,KORI.FR,29.24,29.4,29.295517241379304,58
08-11-2021,12,MTU.FR,29.8,30.0,29.888461538461538,13
08-11-2021,12,CAP.FR,211.3,212.0,211.61971496437053,421
08-11-2021,12,ELIOR.FR,6.5,6.57,6.533209876543199,162
08-11-2021,12,GNFT.FR,3.14,3.16,3.150444444444444,9
08-11-2021,12,AURE.FR,8.9,8.92,8.915000000000001,4
08-11-2021,12,NHOA.FR,19.9,19.94,19.923333333333336,6
08-11-2021,12,GV.FR,0.367,0.37,0.36804,15
08-11-2021,12,POM.FR,23.54,23.66,23.59414634146341,41
08-11-2021,12,CDA.FR,15.96,16.0,15.987692307692308,26
08-11-2021,12,UFF.FR,17.7,17.8,17.759999999999998,5
08-11-2021,12,RF.FR,79.5,79.65,79.57745098039216,51
08-11-2021,12,LBIRD.FR,20.15,20.15,20.15,3
08-11-2021,12,CNV.FR,7.08,7.36,7.220000000000001,2
08-11-2021,12,LSS.FR,36.6,36.7,36.65769230769231,13
08-11-2021,12,PEUG.FR,130.0,130.6,130.18823529411765,17
08-11-2021,12,PSAT.FR,6.3,6.3,6.3,1
08-11-2021,12,TFI.FR,8.915,8.975,8.946944444444439,36
08-11-2021,12,ABVX.FR,27.5,27.6,27.55,8
08-11-2021,12,ADVIC.FR,8.77,8.97,8.853870967741939,31
08-11-2021,12,ES.FR,14.5,14.7,14.62,5
08-11-2021,12,SFPI.FR,3.82,3.84,3.8301904761904724,105
08-11-2021,12,BLC.FR,42.2,42.4,42.300000000000004,13
08-11-2021,12,ADUX.FR,2.14,2.14,2.14,1
08-11-2021,12,LBON.FR,80.6,80.6,80.6,1
08-11-2021,12,LAT.FR,0.519,0.519,0.519,1
08-11-2021,12,TBGBS.FR,0.021,0.021,0.021,2
08-11-2021,12,AURS.FR,25.2,25.5,25.400000000000002,3
08-11-2021,12,VRAP.FR,17.85,17.85,17.85,2
08-11-2021,12,CAFO.FR,15.55,15.8,15.666666666666666,3
08-11-2021,12,AVT.FR,0.0644,0.0648,0.06453333333333333,6
08-11-2021,12,CEN.FR,66.6,67.4,67.00000000000001,15
08-11-2021,12,PREC.FR,34.21,34.21,34.21,1
08-11-2021,12,IGE.FR,262.0,262.0,262.0,3
08-11-2021,12,CBOT.FR,3.73,3.73,3.73,4
08-11-2021,13,FGR.FR,92.82,93.4,93.17815450643775,466
08-11-2021,13,CS.FR,25.56,25.685,25.621372795969666,1191
08-11-2021,13,LSS.FR,36.55,36.8,36.681250000000006,8
08-11-2021,13,BN.FR,56.92,57.17,57.069934102141616,607
08-11-2021,13,ETL.FR,12.575,12.705,12.637767857142858,392
08-11-2021,13,UBI.FR,47.1,47.4,47.2275061124693,409
08-11-2021,13,AVT.FR,0.0627,0.065,0.06450434782608695,23
08-11-2021,13,PREC.FR,34.0,34.21,34.13666666666666,3
08-11-2021,13,AUB.FR,56.6,57.1,56.824999999999996,24
08-11-2021,13,ORP.FR,93.74,93.94,93.83479674796743,123
08-11-2021,13,EC.FR,138.5,138.5,138.5,3
08-11-2021,13,TEP.FR,348.3,350.2,348.78462837837765,592
08-11-2021,13,FDJ.FR,45.28,45.54,45.405509259259325,216
08-11-2021,13,IPH.FR,4.73,4.754,4.741365853658541,82
08-11-2021,13,XBTI.FR,5.67,5.6741,5.6720500000000005,2
08-11-2021,13,TCH.FR,2.752,2.766,2.759380952380952,42
08-11-2021,13,CAFO.FR,15.55,15.55,15.55,4
08-11-2021,13,MBWS.FR,1.41,1.43,1.42,5
08-11-2021,13,ELIOR.FR,6.525,6.57,6.545166666666669,60
08-11-2021,13,CDA.FR,15.82,15.96,15.876862745098054,51
08-11-2021,13,HEXA.FR,42.0,42.5,42.16296296296296,27
08-11-2021,13,GRVO.FR,133.5,136.5,135.42857142857142,7
08-11-2021,13,PEUG.FR,129.4,130.0,129.7894736842105,19
08-11-2021,13,LI.FR,22.2,22.29,22.239748743718533,199
08-11-2021,13,GV.FR,0.3698,0.3749,0.37143333333333334,15
08-11-2021,13,XFAB.FR,9.61,9.69,9.644927536231886,69
08-11-2021,13,FNAC.FR,57.35,57.6,57.451562500000016,32
08-11-2021,13,NK.FR,37.28,37.4,37.33447368421055,76
08-11-2021,13,RIN.FR,58.4,58.7,58.574999999999996,36
08-11-2021,13,AURE.FR,8.8,8.9,8.8875,8
08-11-2021,13,HOLN.FR,44.38,44.505,44.45666666666667,6
08-11-2021,13,TFI.FR,8.96,8.99,8.971909090909099,55
08-11-2021,13,DLTA.FR,90.4,91.4,91.0,6
08-11-2021,13,ABVX.FR,27.4,27.65,27.514285714285712,14
08-11-2021,13,CBOT.FR,3.73,3.74,3.7342857142857144,7
08-11-2021,13,DVT.FR,168.5,168.5,168.5,3
08-11-2021,13,PERR.FR,83.6,83.6,83.6,1
08-11-2021,13,TBGBS.FR,0.022,0.022,0.022,2
08-11-2021,13,LACR.FR,37.2,37.5,37.300000000000004,3
08-11-2021,13,ADUX.FR,2.19,2.19,2.19,1
08-11-2021,13,CGM.FR,24.9,25.0,24.95714285714286,7
08-11-2021,13,ASY.FR,30.9,31.0,30.916666666666668,6
08-11-2021,13,ADVIC.FR,8.9,8.9,8.9,5
08-11-2021,13,CEN.FR,66.7,66.8,66.73333333333333,3
08-11-2021,13,GENX.FR,9.0,9.04,9.013333333333334,3
08-11-2021,13,COVH.FR,16.4,16.4,16.400000000000002,11
08-11-2021,13,DGE.FR,44.3,44.3,44.3,1
08-11-2021,14,ACA.FR,13.264,13.31,13.284485629335979,1009
08-11-2021,14,KORI.FR,29.14,29.22,29.18387096774191,93
08-11-2021,14,TEP.FR,349.5,350.2,349.7741438356178,584
08-11-2021,14,CGG.FR,0.6832,0.687,0.6853747747747746,111
08-11-2021,14,POM.FR,23.68,23.74,23.71416666666668,24
08-11-2021,14,ROTH.FR,40.4,40.5,40.478846153846156,26
08-11-2021,14,ENGI.FR,12.81,12.844,12.826079487179443,780
08-11-2021,14,UBI.FR,47.3,47.5,47.410675675675535,222
08-11-2021,14,IPH.FR,4.724,4.758,4.741787878787883,66
08-11-2021,14,BN.FR,57.16,57.36,57.23879032258041,744
08-11-2021,14,CAP.FR,211.7,212.5,212.03449477351865,287
08-11-2021,14,ADVIC.FR,8.84,8.94,8.885625000000001,16
08-11-2021,14,XFAB.FR,9.58,9.64,9.611829268292691,82
08-11-2021,14,RIN.FR,57.3,58.7,57.782389937106906,159
08-11-2021,14,ELIS.FR,16.58,16.64,16.618686868686833,99
08-11-2021,14,ETL.FR,12.625,12.655,12.637472527472523,91
08-11-2021,14,DVT.FR,168.0,168.2,168.1,2
08-11-2021,14,ECP.FR,0.781,0.797,0.7858333333333335,6
08-11-2021,14,RE.FR,135.0,135.0,135.0,2
08-11-2021,14,TCH.FR,2.704,2.766,2.737291666666667,48
08-11-2021,14,VK.FR,6.97,7.04,6.999936708860762,158
08-11-2021,14,NEX.FR,88.6,89.15,88.92037037037042,54
08-11-2021,14,UFF.FR,17.75,17.9,17.855555555555558,9
08-11-2021,14,TBGBS.FR,0.022,0.022,0.022,2
08-11-2021,14,SEV.FR,19.7,19.705,19.701136363636355,22
08-11-2021,14,ELIOR.FR,6.5,6.535,6.5189473684210535,19
08-11-2021,14,CBOT.FR,3.74,3.75,3.749107142857143,56
08-11-2021,14,MAAT.FR,13.7,13.9,13.792105263157893,19
08-11-2021,14,ATE.FR,149.5,150.9,150.08181818181814,88
08-11-2021,14,LOCAL.FR,1.3134,1.3194,1.3160526315789476,19
08-11-2021,14,MTU.FR,29.8,29.95,29.865,10
08-11-2021,14,AVT.FR,0.064,0.0643,0.064225,8
08-11-2021,14,FPN.FR,0.0376,0.0384,0.038279999999999995,10
08-11-2021,14,GV.FR,0.365,0.37,0.36680952380952375,21
08-11-2021,14,CGGBS.FR,0.0062,0.0062,0.0062,1
08-11-2021,14,GPE.FR,30.0,30.0,30.0,1
08-11-2021,14,LAT.FR,0.52,0.52,0.52,1
08-11-2021,14,FNAC.FR,57.25,57.6,57.430232558139565,43
08-11-2021,14,CEN.FR,66.6,66.6,66.6,2
08-11-2021,14,ES.FR,14.55,14.55,14.550000000000002,3
08-11-2021,14,BON.FR,22.2,22.4,22.363207547169814,53
08-11-2021,14,ESI.FR,69.2,69.4,69.32000000000001,5
08-11-2021,14,GNFT.FR,3.15,3.174,3.1628387096774198,31
08-11-2021,14,ABVX.FR,27.45,27.65,27.525000000000002,8
08-11-2021,14,ASY.FR,30.9,30.9,30.9,1
08-11-2021,14,COX.FR,3.17,3.175,3.172,5
08-11-2021,14,ADUX.FR,2.19,2.2,2.1933333333333334,3
08-11-2021,14,FPG.FR,0.56,0.576,0.5686666666666667,3
08-11-2021,14,PAR.FR,55.5,55.5,55.5,2
08-11-2021,14,LBON.FR,80.0,80.4,80.2,3
08-11-2021,15,ACA.FR,13.232,13.324,13.2743788495061,1721
08-11-2021,15,CS.FR,25.64,25.78,25.714794412230024,1897
08-11-2021,15,MDM.FR,20.36,20.46,20.411466666666676,75
08-11-2021,15,BN.FR,56.98,57.35,57.15007368421062,950
08-11-2021,15,NK.FR,37.3,37.54,37.41575221238937,113
08-11-2021,15,TEP.FR,349.6,352.0,350.9919739696316,922
08-11-2021,15,CAP.FR,211.8,212.4,212.20480000000083,625
08-11-2021,15,COX.FR,3.16,3.18,3.1736666666666666,15
08-11-2021,15,FDJ.FR,45.4,45.64,45.50579710144924,138
08-11-2021,15,CGG.FR,0.6766,0.6946,0.6846488448844891,303
08-11-2021,15,VK.FR,6.915,7.08,6.976710261569422,497
08-11-2021,15,MAAT.FR,13.6,14.1,13.920212765957446,47
08-11-2021,15,ATE.FR,150.1,151.0,150.49473684210523,114
08-11-2021,15,LI.FR,22.3,22.42,22.344618320610724,262
08-11-2021,15,RIN.FR,57.3,58.2,57.900000000000006,30
08-11-2021,15,NEX.FR,88.6,88.95,88.76759259259254,54
08-11-2021,15,XFAB.FR,9.56,9.63,9.60169811320756,106
08-11-2021,15,IPH.FR,4.712,4.77,4.734658536585362,82
08-11-2021,15,GUI.FR,15.1,15.36,15.257647058823515,102
08-11-2021,15,ELIOR.FR,6.46,6.505,6.477752293577992,109
08-11-2021,15,QDT.FR,21.3,21.54,21.41577777777778,90
08-11-2021,15,TPB.FR,132.5,132.5,132.5,1
08-11-2021,15,GRVO.FR,132.5,135.0,133.55555555555554,9
08-11-2021,15,AUB.FR,57.0,57.5,57.16785714285715,28
08-11-2021,15,RF.FR,79.65,79.8,79.71642857142851,70
08-11-2021,15,NOKIA.FR,5.047,5.11,5.0859018404907985,163
08-11-2021,15,GNFT.FR,3.138,3.178,3.1589473684210523,19
08-11-2021,15,GV.FR,0.364,0.3686,0.3653038461538462,26
08-11-2021,15,CBOT.FR,3.74,3.75,3.7475,4
08-11-2021,15,ETL.FR,12.615,12.655,12.632887323943681,142
08-11-2021,15,HEXA.FR,41.9,42.5,42.126666666666665,15
08-11-2021,15,LAT.FR,0.521,0.524,0.522,3
08-11-2021,15,LBIRD.FR,20.15,20.15,20.15,1
08-11-2021,15,JBOG.FR,12.4,12.4,12.4,1
08-11-2021,15,ROTH.FR,40.5,40.95,40.57810218978106,274
08-11-2021,15,CNV.FR,7.32,7.32,7.32,2
08-11-2021,15,CGM.FR,24.8,24.95,24.81875,8
08-11-2021,15,ADUX.FR,2.15,2.15,2.15,2
08-11-2021,15,FPN.FR,0.0376,0.0382,0.03805,4
08-11-2021,15,AVT.FR,0.0631,0.0653,0.06457727272727272,22
08-11-2021,15,TRI.FR,166.9,167.5,167.22272727272713,66
08-11-2021,15,CARM.FR,13.54,13.62,13.563636363636371,33
08-11-2021,15,ORAPB.FR,0.862,0.862,0.862,1
08-11-2021,15,ADVIC.FR,8.85,9.0,8.925714285714287,21
08-11-2021,15,TBGBS.FR,0.023,0.0256,0.024294117647058827,17
08-11-2021,15,NHOA.FR,19.72,19.72,19.72,1
08-11-2021,15,AURS.FR,25.0,25.5,25.191666666666663,12
08-11-2021,15,AFME.FR,6.0,6.01,6.003333333333333,3
08-11-2021,15,TOUP.FR,7.98,7.98,7.98,1
08-11-2021,15,UFF.FR,17.95,18.0,17.975,4
08-11-2021,15,ECP.FR,0.782,0.782,0.782,1
08-11-2021,15,PIG.FR,5.06,5.07,5.066,5
08-11-2021,15,ASY.FR,30.8,30.9,30.814285714285717,7
08-11-2021,16,ORP.FR,93.1,93.52,93.35259842519692,381
08-11-2021,16,ACA.FR,13.22,13.288,13.25447868453099,1642
08-11-2021,16,FGR.FR,92.42,92.66,92.5294755877033,553
08-11-2021,16,ELIOR.FR,6.465,6.5,6.48292079207922,101
08-11-2021,16,GUI.FR,15.24,15.5,15.355402298850578,87
08-11-2021,16,CAP.FR,212.0,212.6,212.35987903225808,496
08-11-2021,16,NOKIA.FR,5.086,5.1,5.094644067796612,59
08-11-2021,16,CGG.FR,0.69,0.6966,0.6932281818181811,220
08-11-2021,16,IPS.FR,41.15,41.4,41.27551020408164,49
08-11-2021,16,MDM.FR,20.32,20.56,20.47140495867767,121
08-11-2021,16,ADVIC.FR,8.93,9.11,9.041463414634146,41
08-11-2021,16,AVT.FR,0.0639,0.0639,0.0639,6
08-11-2021,16,IPH.FR,4.75,4.774,4.761071428571429,28
08-11-2021,16,ETL.FR,12.615,12.65,12.631223958333345,192
08-11-2021,16,MAAT.FR,13.6,13.95,13.75,12
08-11-2021,16,TFI.FR,8.91,8.95,8.931913043478247,115
08-11-2021,16,RIN.FR,57.4,58.3,57.93888888888887,36
08-11-2021,16,FNAC.FR,56.9,57.4,57.133766233766224,77
08-11-2021,16,NK.FR,37.44,37.72,37.53805825242715,103
08-11-2021,16,GNFT.FR,3.146,3.148,3.1473333333333335,3
08-11-2021,16,SFPI.FR,3.82,3.825,3.822702702702701,37
08-11-2021,16,PEUG.FR,129.6,130.2,129.9157894736842,19
08-11-2021,16,CGM.FR,24.85,25.0,24.95,3
08-11-2021,16,DBG.FR,10.54,10.62,10.588021978021981,91
08-11-2021,16,HOLN.FR,44.57,44.785,44.62518518518521,27
08-11-2021,16,POM.FR,23.84,23.96,23.903380281690158,71
08-11-2021,16,LSS.FR,37.4,37.75,37.55600000000001,50
08-11-2021,16,RF.FR,79.5,79.65,79.56875000000012,88
08-11-2021,16,ROTH.FR,40.45,40.6,40.52222222222223,18
08-11-2021,16,HEXA.FR,42.0,42.4,42.1,9
08-11-2021,16,SBT.FR,13.3,13.34,13.328571428571431,7
08-11-2021,16,MTU.FR,29.8,30.2,30.04285714285716,42
08-11-2021,16,UFF.FR,17.95,18.1,18.03888888888889,18
08-11-2021,16,COX.FR,3.165,3.175,3.172857142857143,7
08-11-2021,16,SEV.FR,19.7,19.705,19.70312499999999,24
08-11-2021,16,CNV.FR,7.08,7.32,7.2,2
08-11-2021,16,CGGBS.FR,0.0068,0.009,0.0082,4
08-11-2021,16,VIL.FR,5.82,5.88,5.84,3
08-11-2021,16,EC.FR,139.0,139.0,139.0,2
08-11-2021,16,ORAPB.FR,1.0,1.0,1.0,1
08-11-2021,16,ACAN.FR,0.524,0.528,0.5256666666666667,6
08-11-2021,16,GENX.FR,9.0,9.0,9.0,2
08-11-2021,16,DGE.FR,43.745,43.745,43.745,1
08-11-2021,17,CS.FR,25.59,25.77,25.673489454093477,1612
08-11-2021,17,TRI.FR,167.3,168.1,167.48881118881087,143
08-11-2021,17,BN.FR,56.65,56.79,56.70359508041683,1057
08-11-2021,17,LI.FR,22.27,22.45,22.332179104477813,335
08-11-2021,17,POM.FR,23.9,23.96,23.91093525179862,139
08-11-2021,17,CGG.FR,0.6908,0.694,0.6921374999999996,208
08-11-2021,17,UBI.FR,47.19,47.28,47.2472924901187,506
08-11-2021,17,DBG.FR,10.52,10.61,10.562065217391273,184
08-11-2021,17,NK.FR,37.44,37.74,37.55681318681318,182
08-11-2021,17,COM.FR,11.4,11.85,11.552966101694922,118
08-11-2021,17,GUI.FR,15.36,15.54,15.452702702702712,74
08-11-2021,17,FGR.FR,92.14,92.5,92.26840740740707,540
